datetime,motor_position,motor_range,trv_temperature,target_temperature,closed,co2,temperature,humidity
2023-12-05 08:59:23,580.0,580.0,24.6,6.0,,,,
2023-12-05 09:01:46,,,,,True,,,
2023-12-05 09:01:52,,,,,True,,,
2023-12-05 09:04:24,,,,,,787.0,20.7,42.58
2023-12-05 09:09:24,580.0,580.0,24.6,6.0,,,,
2023-12-05 09:14:26,,,,,,780.0,20.7,42.58
2023-12-05 09:19:24,580.0,580.0,24.6,6.0,,,,
2023-12-05 09:24:29,,,,,,759.0,20.7,42.58
2023-12-05 09:29:25,580.0,580.0,24.6,6.0,,,,
2023-12-05 09:31:46,,,,,True,,,
2023-12-05 09:31:52,,,,,True,,,
2023-12-05 09:34:31,,,,,,740.0,20.7,42.58
2023-12-05 09:39:26,580.0,580.0,24.6,6.0,,,,
2023-12-05 09:44:34,,,,,,749.0,20.7,42.58
2023-12-05 09:49:27,580.0,580.0,24.6,6.0,,,,
2023-12-05 09:54:36,,,,,,791.0,20.7,42.58
2023-12-05 09:59:28,580.0,580.0,24.8,6.0,,,,
2023-12-05 10:01:46,,,,,True,,,
2023-12-05 10:01:51,,,,,True,,,
2023-12-05 10:04:38,,,,,,753.0,20.7,42.58
2023-12-05 10:09:29,580.0,580.0,24.8,6.0,,,,
2023-12-05 10:14:41,,,,,,802.0,20.7,42.58
2023-12-05 10:19:30,580.0,580.0,24.8,6.0,,,,
2023-12-05 10:24:43,,,,,,761.0,20.7,42.58
2023-12-05 10:29:31,580.0,580.0,24.8,6.0,,,,
2023-12-05 10:31:45,,,,,True,,,
2023-12-05 10:31:51,,,,,True,,,
2023-12-05 10:34:46,,,,,,777.0,20.7,42.58
2023-12-05 10:39:32,580.0,580.0,24.8,6.0,,,,
2023-12-05 10:44:49,,,,,,805.0,20.7,42.58
2023-12-05 10:49:33,580.0,580.0,25.0,6.0,,,,
2023-12-05 10:54:50,,,,,,780.0,20.7,42.58
2023-12-05 10:59:34,580.0,580.0,25.0,6.0,,,,
2023-12-05 11:01:45,,,,,True,,,
2023-12-05 11:01:51,,,,,True,,,
2023-12-05 11:04:53,,,,,,794.0,20.7,42.58
2023-12-05 11:09:35,580.0,580.0,25.0,6.0,,,,
2023-12-05 11:14:55,,,,,,812.0,20.7,42.58
2023-12-05 11:19:36,580.0,580.0,25.0,6.0,,,,
2023-12-05 11:24:58,,,,,,805.0,20.7,42.58
2023-12-05 11:29:37,580.0,580.0,24.8,6.0,,,,
2023-12-05 11:31:45,,,,,True,,,
2023-12-05 11:31:51,,,,,True,,,
2023-12-05 11:34:44,,,,,,820.0,20.7,42.58
2023-12-05 11:39:38,580.0,580.0,24.5,6.0,,,,
2023-12-05 11:44:46,,,,,,773.0,20.7,42.58
2023-12-05 11:49:38,580.0,580.0,24.5,6.0,,,,
2023-12-05 11:55:05,,,,,,795.0,20.7,42.19
2023-12-05 11:59:39,580.0,580.0,24.5,6.0,,,,
2023-12-05 12:01:45,,,,,True,,,
2023-12-05 12:01:51,,,,,True,,,
2023-12-05 12:05:07,,,,,,773.0,20.7,42.58
2023-12-05 12:09:40,580.0,580.0,24.6,6.0,,,,
2023-12-05 12:15:10,,,,,,778.0,20.7,42.19
2023-12-05 12:19:41,580.0,580.0,24.6,6.0,,,,
2023-12-05 12:25:12,,,,,,809.0,20.7,42.19
2023-12-05 12:29:42,580.0,580.0,24.6,6.0,,,,
2023-12-05 12:31:45,,,,,True,,,
2023-12-05 12:31:51,,,,,True,,,
2023-12-05 12:35:14,,,,,,797.0,20.7,42.19
2023-12-05 12:39:43,580.0,580.0,24.5,6.0,,,,
2023-12-05 12:45:17,,,,,,808.0,20.7,42.19
2023-12-05 12:49:44,580.0,580.0,24.6,6.0,,,,
2023-12-05 12:55:19,,,,,,798.0,20.7,42.19
2023-12-05 12:59:45,580.0,580.0,24.6,6.0,,,,
2023-12-05 13:01:45,,,,,True,,,
2023-12-05 13:01:51,,,,,True,,,
2023-12-05 13:04:50,,,,,,798.0,20.7,42.19
2023-12-05 13:09:46,580.0,580.0,24.8,6.0,,,,
2023-12-05 13:15:00,,,,,,770.0,20.7,42.19
2023-12-05 13:19:47,580.0,580.0,24.8,6.0,,,,
2023-12-05 13:25:16,,,,,,762.0,20.7,41.8
2023-12-05 13:29:48,580.0,580.0,24.8,6.0,,,,
2023-12-05 13:31:44,,,,,True,,,
2023-12-05 13:31:50,,,,,True,,,
2023-12-05 13:35:16,,,,,,795.0,20.7,41.8
2023-12-05 13:39:49,580.0,580.0,24.8,6.0,,,,
2023-12-05 13:45:34,,,,,,833.0,20.7,41.8
2023-12-05 13:49:50,580.0,580.0,24.8,6.0,,,,
2023-12-05 13:55:37,,,,,,845.0,20.7,41.8
2023-12-05 13:59:51,580.0,580.0,24.8,6.0,,,,
2023-12-05 14:01:44,,,,,True,,,
2023-12-05 14:01:50,,,,,True,,,
2023-12-05 14:05:39,,,,,,798.0,20.7,41.8
2023-12-05 14:09:52,580.0,580.0,24.8,6.0,,,,
2023-12-05 14:15:42,,,,,,816.0,20.7,41.8
2023-12-05 14:19:52,580.0,580.0,24.8,6.0,,,,
2023-12-05 14:25:44,,,,,,791.0,20.8,41.8
2023-12-05 14:29:53,580.0,580.0,24.8,6.0,,,,
2023-12-05 14:31:44,,,,,True,,,
2023-12-05 14:31:50,,,,,True,,,
2023-12-05 14:35:46,,,,,,789.0,20.7,41.41
2023-12-05 14:39:54,580.0,580.0,24.8,6.0,,,,
2023-12-05 14:45:49,,,,,,783.0,20.7,41.8
2023-12-05 14:49:55,580.0,580.0,24.8,6.0,,,,
2023-12-05 14:55:51,,,,,,795.0,20.7,41.8
2023-12-05 14:59:56,580.0,580.0,24.8,6.0,,,,
2023-12-05 15:01:44,,,,,True,,,
2023-12-05 15:01:50,,,,,True,,,
2023-12-05 15:05:54,,,,,,786.0,20.7,41.8
2023-12-05 15:09:57,580.0,580.0,24.8,6.0,,,,
2023-12-05 15:15:56,,,,,,756.0,20.7,41.8
2023-12-05 15:19:58,580.0,580.0,24.8,6.0,,,,
2023-12-05 15:25:58,,,,,,816.0,20.7,41.8
2023-12-05 15:29:59,580.0,580.0,24.8,6.0,,,,
2023-12-05 15:31:44,,,,,True,,,
2023-12-05 15:31:50,,,,,True,,,
2023-12-05 15:36:01,,,,,,797.0,20.7,41.8
2023-12-05 15:40:00,580.0,580.0,24.8,6.0,,,,
2023-12-05 15:46:03,,,,,,814.0,20.7,41.8
2023-12-05 15:50:01,580.0,580.0,24.8,6.0,,,,
2023-12-05 15:56:04,,,,,,770.0,20.7,41.41
2023-12-05 16:00:02,580.0,580.0,25.0,6.0,,,,
2023-12-05 16:01:44,,,,,True,,,
2023-12-05 16:01:50,,,,,True,,,
2023-12-05 16:06:07,,,,,,752.0,20.7,41.41
2023-12-05 16:10:03,580.0,580.0,25.0,6.0,,,,
2023-12-05 16:16:09,,,,,,780.0,20.7,41.41
2023-12-05 16:20:04,580.0,580.0,25.0,6.0,,,,
2023-12-05 16:26:12,,,,,,756.0,20.7,41.41
2023-12-05 16:30:05,580.0,580.0,25.2,6.0,,,,
2023-12-05 16:31:43,,,,,True,,,
2023-12-05 16:31:49,,,,,True,,,
2023-12-05 16:36:14,,,,,,733.0,20.7,41.41
2023-12-05 16:40:06,580.0,580.0,25.2,6.0,,,,
2023-12-05 16:46:16,,,,,,770.0,20.7,41.41
2023-12-05 16:50:06,580.0,580.0,25.2,6.0,,,,
2023-12-05 16:56:19,,,,,,715.0,20.7,41.41
2023-12-05 17:00:07,580.0,580.0,25.0,6.0,,,,
2023-12-05 17:01:43,,,,,True,,,
2023-12-05 17:01:49,,,,,True,,,
2023-12-05 17:06:21,,,,,,753.0,20.7,41.41
2023-12-05 17:10:08,580.0,580.0,25.0,6.0,,,,
2023-12-05 17:16:24,,,,,,762.0,20.7,41.41
2023-12-05 17:20:09,580.0,580.0,25.0,6.0,,,,
2023-12-05 17:26:26,,,,,,752.0,20.7,41.41
2023-12-05 17:30:10,580.0,580.0,25.0,6.0,,,,
2023-12-05 17:31:43,,,,,True,,,
2023-12-05 17:31:49,,,,,True,,,
2023-12-05 17:36:28,,,,,,736.0,20.7,41.41
2023-12-05 17:40:11,580.0,580.0,25.0,6.0,,,,
2023-12-05 17:46:31,,,,,,755.0,20.7,41.41
2023-12-05 17:50:12,580.0,580.0,25.0,6.0,,,,
2023-12-05 17:56:33,,,,,,732.0,20.7,41.41
2023-12-05 18:00:13,580.0,580.0,25.0,6.0,,,,
2023-12-05 18:01:43,,,,,True,,,
2023-12-05 18:01:49,,,,,True,,,
2023-12-05 18:06:36,,,,,,735.0,20.7,41.41
2023-12-05 18:10:14,580.0,580.0,25.0,6.0,,,,
2023-12-05 18:16:22,,,,,,740.0,20.7,41.02
2023-12-05 18:20:15,580.0,580.0,25.0,6.0,,,,
2023-12-05 18:26:40,,,,,,724.0,20.7,41.02
2023-12-05 18:30:16,580.0,580.0,25.0,6.0,,,,
2023-12-05 18:31:43,,,,,True,,,
2023-12-05 18:31:49,,,,,True,,,
2023-12-05 18:36:43,,,,,,721.0,20.7,41.02
2023-12-05 18:40:17,580.0,580.0,25.0,6.0,,,,
2023-12-05 18:46:45,,,,,,736.0,20.7,41.02
2023-12-05 18:50:18,580.0,580.0,25.2,6.0,,,,
2023-12-05 18:56:48,,,,,,709.0,20.7,41.02
2023-12-05 19:00:19,580.0,580.0,25.0,6.0,,,,
2023-12-05 19:01:43,,,,,True,,,
2023-12-05 19:01:49,,,,,True,,,
2023-12-05 19:06:50,,,,,,701.0,20.7,41.02
2023-12-05 19:10:20,580.0,580.0,25.0,6.0,,,,
2023-12-05 19:16:52,,,,,,733.0,20.7,41.02
2023-12-05 19:20:21,580.0,580.0,25.0,6.0,,,,
2023-12-05 19:26:55,,,,,,709.0,20.7,41.41
2023-12-05 19:30:22,580.0,580.0,25.0,6.0,,,,
2023-12-05 19:31:43,,,,,True,,,
2023-12-05 19:31:49,,,,,True,,,
2023-12-05 19:36:25,,,,,,709.0,20.7,41.41
2023-12-05 19:40:22,580.0,580.0,25.0,6.0,,,,
2023-12-05 19:46:35,,,,,,709.0,20.7,41.02
2023-12-05 19:50:23,580.0,580.0,24.8,6.0,,,,
2023-12-05 19:56:52,,,,,,698.0,20.7,41.02
2023-12-05 20:00:24,580.0,580.0,24.8,6.0,,,,
2023-12-05 20:01:43,,,,,True,,,
2023-12-05 20:01:48,,,,,True,,,
2023-12-05 20:07:08,,,,,,684.0,20.7,41.02
2023-12-05 20:10:25,580.0,580.0,24.8,6.0,,,,
2023-12-05 20:17:08,,,,,,686.0,20.7,41.02
2023-12-05 20:20:26,580.0,580.0,24.8,6.0,,,,
2023-12-05 20:27:10,,,,,,657.0,20.7,41.02
2023-12-05 20:30:27,580.0,580.0,24.8,6.0,,,,
2023-12-05 20:31:42,,,,,True,,,
2023-12-05 20:31:48,,,,,True,,,
2023-12-05 20:37:13,,,,,,680.0,20.7,41.02
2023-12-05 20:40:28,580.0,580.0,24.8,6.0,,,,
2023-12-05 20:47:15,,,,,,663.0,20.6,41.02
2023-12-05 20:50:29,580.0,580.0,24.8,6.0,,,,
2023-12-05 20:57:17,,,,,,642.0,20.6,41.02
2023-12-05 21:00:30,580.0,580.0,24.8,6.0,,,,
2023-12-05 21:01:42,,,,,True,,,
2023-12-05 21:01:48,,,,,True,,,
2023-12-05 21:07:20,,,,,,639.0,20.6,41.41
2023-12-05 21:10:31,580.0,580.0,24.8,6.0,,,,
2023-12-05 21:17:22,,,,,,662.0,20.6,41.02
2023-12-05 21:27:25,,,,,,656.0,20.7,41.02
2023-12-05 21:30:33,580.0,580.0,24.8,6.0,,,,
2023-12-05 21:31:42,,,,,True,,,
2023-12-05 21:31:48,,,,,True,,,
2023-12-05 21:37:27,,,,,,648.0,20.7,41.41
2023-12-05 21:40:34,580.0,580.0,24.8,6.0,,,,
2023-12-05 21:47:29,,,,,,669.0,20.6,41.41
2023-12-05 21:50:34,580.0,580.0,25.0,6.0,,,,
2023-12-05 21:57:31,,,,,,654.0,20.6,41.41
2023-12-05 22:00:35,580.0,580.0,25.0,6.0,,,,
2023-12-05 22:01:42,,,,,True,,,
2023-12-05 22:01:48,,,,,True,,,
2023-12-05 22:07:33,,,,,,623.0,20.6,41.41
2023-12-05 22:10:36,580.0,580.0,25.0,6.0,,,,
2023-12-05 22:17:35,,,,,,671.0,20.7,41.41
2023-12-05 22:20:37,580.0,580.0,24.8,6.0,,,,
2023-12-05 22:27:38,,,,,,635.0,20.6,41.41
2023-12-05 22:30:38,580.0,580.0,24.8,6.0,,,,
2023-12-05 22:31:42,,,,,True,,,
2023-12-05 22:31:48,,,,,True,,,
2023-12-05 22:37:24,,,,,,600.0,20.6,41.41
2023-12-05 22:40:39,580.0,580.0,24.8,6.0,,,,
2023-12-05 22:47:43,,,,,,651.0,20.6,41.41
2023-12-05 22:50:40,580.0,580.0,24.8,6.0,,,,
2023-12-05 22:57:45,,,,,,633.0,20.7,41.41
2023-12-05 23:00:41,580.0,580.0,24.8,6.0,,,,
2023-12-05 23:01:42,,,,,True,,,
2023-12-05 23:01:48,,,,,True,,,
2023-12-05 23:07:47,,,,,,639.0,20.6,41.02
2023-12-05 23:10:42,580.0,580.0,24.8,6.0,,,,
2023-12-05 23:17:50,,,,,,641.0,20.6,41.41
2023-12-05 23:20:43,580.0,580.0,24.8,6.0,,,,
2023-12-05 23:27:52,,,,,,650.0,20.6,41.41
2023-12-05 23:30:44,580.0,580.0,24.8,6.0,,,,
2023-12-05 23:31:41,,,,,True,,,
2023-12-05 23:31:47,,,,,True,,,
2023-12-05 23:37:55,,,,,,638.0,20.6,41.41
2023-12-05 23:40:45,580.0,580.0,24.8,6.0,,,,
2023-12-05 23:47:57,,,,,,623.0,20.6,41.41
2023-12-05 23:50:46,580.0,580.0,24.8,6.0,,,,
2023-12-05 23:57:59,,,,,,599.0,20.6,41.41
2023-12-06 00:00:47,580.0,580.0,24.8,6.0,,,,
2023-12-06 00:01:41,,,,,True,,,
2023-12-06 00:01:47,,,,,True,,,
2023-12-06 00:08:01,,,,,,636.0,20.6,41.41
2023-12-06 00:10:47,580.0,580.0,24.8,6.0,,,,
2023-12-06 00:18:03,,,,,,645.0,20.6,41.41
2023-12-06 00:20:48,580.0,580.0,24.8,6.0,,,,
2023-12-06 00:28:05,,,,,,603.0,20.6,41.41
2023-12-06 00:30:49,580.0,580.0,25.0,6.0,,,,
2023-12-06 00:31:41,,,,,True,,,
2023-12-06 00:31:47,,,,,True,,,
2023-12-06 00:37:52,,,,,,600.0,20.6,41.41
2023-12-06 00:40:50,580.0,580.0,25.0,6.0,,,,
2023-12-06 00:48:10,,,,,,627.0,20.6,41.41
2023-12-06 00:50:51,580.0,580.0,25.0,6.0,,,,
2023-12-06 00:58:13,,,,,,586.0,20.7,41.41
2023-12-06 01:00:52,580.0,580.0,25.0,6.0,,,,
2023-12-06 01:01:41,,,,,True,,,
2023-12-06 01:01:47,,,,,True,,,
2023-12-06 01:08:15,,,,,,611.0,20.6,41.41
2023-12-06 01:10:53,580.0,580.0,25.0,6.0,,,,
2023-12-06 01:18:17,,,,,,638.0,20.6,41.41
2023-12-06 01:20:54,580.0,580.0,24.8,6.0,,,,
2023-12-06 01:28:20,,,,,,599.0,20.6,41.41
2023-12-06 01:30:55,580.0,580.0,24.8,6.0,,,,
2023-12-06 01:31:41,,,,,True,,,
2023-12-06 01:31:47,,,,,True,,,
2023-12-06 01:38:22,,,,,,571.0,20.6,41.41
2023-12-06 01:40:56,580.0,580.0,24.8,6.0,,,,
2023-12-06 01:48:25,,,,,,562.0,20.6,41.41
2023-12-06 01:50:57,580.0,580.0,24.8,6.0,,,,
2023-12-06 01:58:27,,,,,,589.0,20.6,41.41
2023-12-06 02:00:58,580.0,580.0,24.8,6.0,,,,
2023-12-06 02:01:41,,,,,True,,,
2023-12-06 02:01:47,,,,,True,,,
2023-12-06 02:07:57,,,,,,589.0,20.6,41.41
2023-12-06 02:10:59,580.0,580.0,24.8,6.0,,,,
2023-12-06 02:18:08,,,,,,648.0,20.6,41.41
2023-12-06 02:21:00,580.0,580.0,24.8,6.0,,,,
2023-12-06 02:28:24,,,,,,608.0,20.6,41.41
2023-12-06 02:31:01,580.0,580.0,24.8,6.0,,,,
2023-12-06 02:38:40,,,,,,593.0,20.6,41.8
2023-12-06 02:41:01,580.0,580.0,24.6,6.0,,,,
2023-12-06 02:48:40,,,,,,595.0,20.6,41.8
2023-12-06 02:51:02,580.0,580.0,24.6,6.0,,,,
2023-12-06 02:58:42,,,,,,614.0,20.6,41.8
2023-12-06 03:01:03,580.0,580.0,24.6,6.0,,,,
2023-12-06 03:01:41,,,,,True,,,
2023-12-06 03:01:46,,,,,True,,,
2023-12-06 03:08:45,,,,,,580.0,20.6,41.8
2023-12-06 03:11:04,580.0,580.0,24.8,6.0,,,,
2023-12-06 03:18:47,,,,,,602.0,20.6,41.8
2023-12-06 03:21:05,580.0,580.0,24.8,6.0,,,,
2023-12-06 03:28:50,,,,,,596.0,20.6,41.8
2023-12-06 03:31:06,580.0,580.0,24.8,6.0,,,,
2023-12-06 03:31:40,,,,,True,,,
2023-12-06 03:31:46,,,,,True,,,
2023-12-06 03:38:52,,,,,,596.0,20.6,41.8
2023-12-06 03:41:07,580.0,580.0,24.8,6.0,,,,
2023-12-06 03:48:54,,,,,,572.0,20.6,41.8
2023-12-06 03:51:08,580.0,580.0,24.8,6.0,,,,
2023-12-06 03:58:57,,,,,,584.0,20.6,41.8
2023-12-06 04:01:09,580.0,580.0,24.8,6.0,,,,
2023-12-06 04:01:40,,,,,True,,,
2023-12-06 04:08:59,,,,,,578.0,20.6,41.8
2023-12-06 04:11:10,580.0,580.0,24.8,6.0,,,,
2023-12-06 04:19:02,,,,,,630.0,20.6,41.8
2023-12-06 04:21:11,580.0,580.0,24.8,6.0,,,,
2023-12-06 04:29:04,,,,,,578.0,20.6,41.8
2023-12-06 04:31:12,580.0,580.0,24.8,6.0,,,,
2023-12-06 04:31:40,,,,,True,,,
2023-12-06 04:39:06,,,,,,581.0,20.6,41.8
2023-12-06 04:41:13,580.0,580.0,24.8,6.0,,,,
2023-12-06 04:49:09,,,,,,603.0,20.6,41.8
2023-12-06 04:51:14,580.0,580.0,24.8,6.0,,,,
2023-12-06 04:59:11,,,,,,586.0,20.6,41.8
2023-12-06 05:01:15,580.0,580.0,24.8,6.0,,,,
2023-12-06 05:01:40,,,,,True,,,
2023-12-06 05:09:13,,,,,,577.0,20.6,41.8
2023-12-06 05:11:15,580.0,580.0,24.6,6.0,,,,
2023-12-06 05:19:16,,,,,,570.0,20.6,41.8
2023-12-06 05:21:16,580.0,580.0,24.8,6.0,,,,
2023-12-06 05:29:18,,,,,,592.0,20.7,41.8
2023-12-06 05:31:17,580.0,580.0,24.8,6.0,,,,
2023-12-06 05:31:40,,,,,True,,,
2023-12-06 05:39:21,,,,,,581.0,20.6,41.8
2023-12-06 05:41:18,580.0,580.0,24.6,6.0,,,,
2023-12-06 05:49:23,,,,,,578.0,20.6,41.8
2023-12-06 05:51:19,580.0,580.0,24.6,6.0,,,,
2023-12-06 05:59:25,,,,,,564.0,20.6,41.8
2023-12-06 06:01:20,580.0,580.0,24.6,6.0,,,,
2023-12-06 06:01:40,,,,,True,,,
2023-12-06 06:09:28,,,,,,545.0,20.6,41.8
2023-12-06 06:11:21,580.0,580.0,24.6,6.0,,,,
2023-12-06 06:19:30,,,,,,583.0,20.6,41.8
2023-12-06 06:21:22,580.0,580.0,24.8,6.0,,,,
2023-12-06 06:29:33,,,,,,519.0,20.6,41.8
2023-12-06 06:31:23,580.0,580.0,24.8,6.0,,,,
2023-12-06 06:31:39,,,,,True,,,
2023-12-06 06:39:35,,,,,,524.0,20.6,41.41
2023-12-06 06:41:24,580.0,580.0,24.8,6.0,,,,
2023-12-06 06:49:37,,,,,,528.0,20.6,41.41
2023-12-06 06:51:25,580.0,580.0,24.8,6.0,,,,
2023-12-06 06:59:40,,,,,,551.0,20.6,41.41
2023-12-06 07:01:26,580.0,580.0,24.8,6.0,,,,
2023-12-06 07:01:39,,,,,True,,,
2023-12-06 07:09:42,,,,,,565.0,20.6,41.41
2023-12-06 07:11:27,580.0,580.0,24.8,6.0,,,,
2023-12-06 07:19:45,,,,,,522.0,20.6,41.41
2023-12-06 07:21:28,580.0,580.0,24.8,6.0,,,,
2023-12-06 07:29:47,,,,,,521.0,20.6,41.41
2023-12-06 07:31:29,580.0,580.0,25.0,6.0,,,,
2023-12-06 07:31:39,,,,,True,,,
2023-12-06 07:39:49,,,,,,531.0,20.6,41.41
2023-12-06 07:41:29,580.0,580.0,25.0,6.0,,,,
2023-12-06 07:49:52,,,,,,545.0,20.6,41.41
2023-12-06 07:51:30,580.0,580.0,25.0,6.0,,,,
2023-12-06 07:59:53,,,,,,511.0,20.6,41.41
2023-12-06 08:01:31,580.0,580.0,25.0,6.0,,,,
2023-12-06 08:01:39,,,,,True,,,
2023-12-06 08:09:55,,,,,,518.0,20.6,41.41
2023-12-06 08:11:32,580.0,580.0,25.0,6.0,,,,
2023-12-06 08:19:42,,,,,,529.0,20.6,41.41
2023-12-06 08:21:33,580.0,580.0,25.0,6.0,,,,
2023-12-06 08:30:00,,,,,,514.0,20.6,41.41
2023-12-06 08:31:34,580.0,580.0,25.0,6.0,,,,
2023-12-06 08:31:39,,,,,True,,,
2023-12-06 08:39:31,,,,,,514.0,20.6,41.41
2023-12-06 08:41:35,580.0,580.0,25.0,6.0,,,,
2023-12-06 08:49:41,,,,,,562.0,20.6,41.8
2023-12-06 08:51:36,580.0,580.0,24.8,6.0,,,,
2023-12-06 08:53:51,,,,,False,,,
2023-12-06 08:54:36,,,,,True,,,
2023-12-06 08:59:57,,,,,,581.0,20.7,41.8
2023-12-06 09:01:37,580.0,580.0,24.6,6.0,,,,
2023-12-06 09:01:39,,,,,True,,,
2023-12-06 09:10:13,,,,,,802.0,20.6,42.19
2023-12-06 09:11:38,580.0,580.0,25.0,6.0,,,,
2023-12-06 09:20:13,,,,,,823.0,20.9,41.8
2023-12-06 09:21:39,580.0,580.0,25.4,6.0,,,,
2023-12-06 09:30:16,,,,,,836.0,21.1,41.8
2023-12-06 09:31:39,,,,,True,,,
2023-12-06 09:31:40,580.0,580.0,25.5,6.0,,,,
2023-12-06 09:40:23,,,,,,996.0,21.2,42.97
2023-12-06 09:41:41,580.0,580.0,25.5,6.0,,,,
2023-12-06 09:50:24,,,,,,924.0,21.3,42.19
2023-12-06 09:51:42,580.0,580.0,25.5,6.0,,,,
2023-12-06 10:00:31,,,,,,1026.0,21.2,42.97
2023-12-06 10:01:38,,,,,True,,,
2023-12-06 10:01:43,580.0,580.0,25.5,6.0,,,,
2023-12-06 10:10:37,,,,,,1078.0,21.1,43.36
2023-12-06 10:11:43,580.0,580.0,25.4,6.0,,,,
2023-12-06 10:20:44,,,,,,1064.0,21.0,42.97
2023-12-06 10:21:44,580.0,580.0,25.2,6.0,,,,
2023-12-06 10:30:50,,,,,,1049.0,21.0,43.36
2023-12-06 10:31:38,,,,,True,,,
2023-12-06 10:31:45,580.0,580.0,25.2,6.0,,,,
2023-12-06 10:40:57,,,,,,1117.0,21.0,43.36
2023-12-06 10:41:46,580.0,580.0,25.4,6.0,,,,
2023-12-06 10:51:03,,,,,,1116.0,21.1,42.97
2023-12-06 10:51:47,580.0,580.0,25.5,6.0,,,,
2023-12-06 11:01:09,,,,,,1278.0,21.3,43.75
2023-12-06 11:01:38,,,,,True,,,
2023-12-06 11:01:48,580.0,580.0,25.7,6.0,,,,
2023-12-06 11:11:16,,,,,,1415.0,21.3,44.53
2023-12-06 11:11:49,580.0,580.0,25.9,6.0,,,,
2023-12-06 11:21:26,,,,,,1582.0,21.3,44.92
2023-12-06 11:21:50,580.0,580.0,25.9,6.0,,,,
2023-12-06 11:31:33,,,,,,1375.0,21.3,44.14
2023-12-06 11:31:38,,,,,True,,,
2023-12-06 11:31:51,580.0,580.0,26.1,6.0,,,,
2023-12-06 11:41:39,,,,,,1553.0,21.3,44.53
2023-12-06 11:41:52,580.0,580.0,26.1,6.0,,,,
2023-12-06 11:51:41,,,,,,1690.0,21.2,45.31
2023-12-06 11:51:54,580.0,580.0,26.1,6.0,,,,
2023-12-06 12:01:38,,,,,True,,,
2023-12-06 12:01:43,,,,,,1771.0,21.2,45.31
2023-12-06 12:01:44,,,,,True,,,
2023-12-06 12:01:54,580.0,580.0,26.1,6.0,,,,
2023-12-06 12:11:49,,,,,,1794.0,21.2,45.7
2023-12-06 12:11:55,580.0,580.0,26.1,6.0,,,,
2023-12-06 12:21:56,,,,,,1827.0,21.2,45.7
2023-12-06 12:21:56,580.0,580.0,26.1,6.0,,,,
2023-12-06 12:31:38,,,,,True,,,
2023-12-06 12:31:44,,,,,True,,,
2023-12-06 12:31:46,,,,,,1855.0,21.2,46.09
2023-12-06 12:31:57,580.0,580.0,26.1,6.0,,,,
2023-12-06 12:41:57,580.0,580.0,26.1,6.0,,,,
2023-12-06 12:42:08,,,,,,1939.0,21.3,46.09
2023-12-06 12:51:58,580.0,580.0,25.9,6.0,,,,
2023-12-06 12:52:15,,,,,,1977.0,21.2,46.09
2023-12-06 13:01:38,,,,,True,,,
2023-12-06 13:01:44,,,,,True,,,
2023-12-06 13:01:59,580.0,580.0,25.9,6.0,,,,
2023-12-06 13:02:21,,,,,,1975.0,21.3,46.09
2023-12-06 13:12:00,580.0,580.0,25.7,6.0,,,,
2023-12-06 13:12:28,,,,,,1927.0,21.2,45.7
2023-12-06 13:22:01,580.0,580.0,25.5,6.0,,,,
2023-12-06 13:22:34,,,,,,1785.0,21.2,45.7
2023-12-06 13:31:37,,,,,True,,,
2023-12-06 13:31:43,,,,,True,,,
2023-12-06 13:32:02,580.0,580.0,25.4,6.0,,,,
2023-12-06 13:32:40,,,,,,1678.0,21.2,44.92
2023-12-06 13:42:03,580.0,580.0,25.4,6.0,,,,
2023-12-06 13:42:47,,,,,,1644.0,21.1,44.53
2023-12-06 13:52:04,580.0,580.0,25.4,6.0,,,,
2023-12-06 13:52:53,,,,,,1633.0,21.1,44.53
2023-12-06 14:01:37,,,,,True,,,
2023-12-06 14:01:43,,,,,True,,,
2023-12-06 14:02:05,580.0,580.0,25.2,6.0,,,,
2023-12-06 14:03:00,,,,,,1560.0,21.1,44.14
2023-12-06 14:12:06,580.0,580.0,25.2,6.0,,,,
2023-12-06 14:13:06,,,,,,1546.0,21.1,44.14
2023-12-06 14:22:07,580.0,580.0,25.2,6.0,,,,
2023-12-06 14:23:12,,,,,,1475.0,21.0,44.14
2023-12-06 14:31:37,,,,,True,,,
2023-12-06 14:31:43,,,,,True,,,
2023-12-06 14:32:08,580.0,580.0,25.0,6.0,,,,
2023-12-06 14:33:03,,,,,,1462.0,21.1,43.75
2023-12-06 14:42:09,580.0,580.0,24.8,6.0,,,,
2023-12-06 14:43:29,,,,,,1426.0,21.0,43.75
2023-12-06 14:52:10,580.0,580.0,25.0,6.0,,,,
2023-12-06 14:53:32,,,,,,1376.0,21.0,43.75
2023-12-06 15:01:37,,,,,True,,,
2023-12-06 15:01:43,,,,,True,,,
2023-12-06 15:02:11,580.0,580.0,25.0,6.0,,,,
2023-12-06 15:12:11,580.0,580.0,25.0,6.0,,,,
2023-12-06 15:13:09,,,,,,1383.0,21.0,43.75
2023-12-06 15:22:12,580.0,580.0,25.0,6.0,,,,
2023-12-06 15:23:23,,,,,,1360.0,21.0,43.36
2023-12-06 15:31:37,,,,,True,,,
2023-12-06 15:31:43,,,,,True,,,
2023-12-06 15:32:13,580.0,580.0,25.2,6.0,,,,
2023-12-06 15:33:43,,,,,,1358.0,21.0,43.36
2023-12-06 15:42:14,580.0,580.0,25.2,6.0,,,,
